Date,Team,Acquired,Relinquished,Notes
2024-02-03,Wizards,,Kyle Kuzma,placed on IL with sore left shoulder
2024-02-04,Blazers,,Malcolm Brogdon,placed on IL with bruised right knee
2024-02-04,Bucks,,Khris Middleton,placed on IL with right knee injury
2024-02-04,Bucks,Andre Jackson Jr.,,activated from IL
2024-02-04,Celtics,,Jaylen Brown,placed on IL with tightness in lower back
2024-02-04,Celtics,Luke Kornet,,activated from IL
2024-02-04,Clippers,Ivica Zubac,,activated from IL
2024-02-04,Hawks,,Clint Capela,placed on IL with strained left adductor
2024-02-04,Hawks,Wes Matthews Jr.,,activated from IL
2024-02-04,Heat,Jamal Cain,,activated from IL
2024-02-04,Hornets,,Cody Martin,placed on IL with bruised right knee
2024-02-04,Nets,,Ben Simmons,placed on IL with lower back injury
2024-02-04,Pacers,Myles Turner,,activated from IL
2024-02-04,Pistons,Mike Muscala,,activated from IL
2024-02-04,Raptors,R.J. Barrett,,activated from IL
2024-02-04,Warriors,,Andrew Wiggins,placed on IL with sprained left ankle
2024-02-04,Warriors,Dario Saric,,activated from IL
2024-02-04,Warriors,Moses Moody,,activated from IL
2024-02-05,Clippers,,Ivica Zubac,placed on IL with strained right calf
2024-02-05,Hawks,Saddiq Bey,,activated from IL
2024-02-05,Lakers,,Jarred Vanderbilt,placed on IL with foot injury
2024-02-05,Mavericks,Kyrie Irving,,activated from IL
2024-02-05,Pelicans,Herb Jones (Keyshawn),,activated from IL
2024-02-05,Pelicans,Larry Nance Jr.,,activated from IL
2024-02-05,Raptors,,R.J. Barrett,placed on IL with left knee injury
2024-02-05,Rockets,,Fred VanVleet,placed on IL with strained left adductor
2024-02-06,Bucks,,Damian Lillard,placed on IL with sprained left ankle
2024-02-06,Bucks,Khris Middleton,,activated from IL
2024-02-06,Bulls,Dalen Terry,,activated from IL
2024-02-06,Celtics,Jaylen Brown,,activated from IL
2024-02-06,Clippers,Ivica Zubac,,activated from IL
2024-02-06,Heat,Duncan Robinson,,activated from IL
2024-02-06,Jazz,,Ochai Agbaji,placed on IL with illness
2024-02-06,Knicks,,Jericho Sims,placed on IL with illness
2024-02-06,Nets,,Cameron Johnson,placed on IL with left adductor injury
2024-02-06,Nets,,Lonnie Walker IV,placed on IL with tightness in left hamstring
2024-02-06,Nets,Ben Simmons,,activated from IL
2024-02-06,Pacers,,Bennedict Mathurin,placed on IL with illness
2024-02-06,Raptors,R.J. Barrett,,activated from IL
2024-02-06,Thunder,,Davis Bertans,placed on IL with sore right knee
2024-02-06,Thunder,Jalen Williams,,activated from IL
2024-02-06,Wizards,Kyle Kuzma,,activated from IL
2024-02-07,Blazers,Malcolm Brogdon,,activated from IL
2024-02-07,Bucks,,Khris Middleton,placed on IL with sprained left ankle
2024-02-07,Celtics,,Jrue Holiday,placed on IL with sprained right elbow
2024-02-07,Hornets,,Frank Ntilikina,placed on IL with right hip impingement
2024-02-07,Hornets,Cody Martin,,activated from IL
2024-02-07,Kings,,Chris Duarte,placed on IL with sprained right ankle
2024-02-07,Kings,Sasha Vezenkov,,activated from IL
2024-02-07,Pelicans,,Naji Marshall,placed on IL with lower back spasms
2024-02-07,Warriors,Andrew Wiggins,,activated from IL
2024-02-08,Blazers,,Deandre Ayton,placed on IL with illness
2024-02-08,Blazers,,Malcolm Brogdon,placed on IL with illness
2024-02-08,Celtics,Jrue Holiday,,activated from IL
2024-02-08,Grizzlies,Jaren Jackson Jr.,,activated from IL
2024-02-08,Jazz,,Brice Sensabaugh,placed on IL with sore left hip
2024-02-08,Nuggets,,Kentavious Caldwell-Pope,placed on IL with tightness in right hamstring
2024-02-08,Pacers,Bennedict Mathurin,,activated from IL
2024-02-08,Pistons,,Bojan Bogdanovic,placed on IL with sore left calf
2024-02-08,Suns,,Devin Booker,placed on IL with sore left hip
2024-02-08,Timberwolves,,Jordan McLaughlin,placed on IL with right hip pointer
2024-02-08,Warriors,,Klay Thompson,placed on IL with illness
2024-02-08,Hornets,Frank Ntilikina,,activated from IL
2024-02-09,76ers,,Tyrese Maxey,placed on IL with illness
2024-02-09,Blazers,,Anfernee Simons,placed on IL with sprained left ankle
2024-02-09,Bucks,Damian Lillard,,activated from IL
2024-02-09,Celtics,,Jaden Springer,placed on IL with right ankle injury
2024-02-09,Hawks,,Patty Mills,placed on IL with illness
2024-02-09,Hornets,Davis Bertans,,activated from IL
2024-02-09,Knicks,,Isaiah Hartenstein,placed on IL with sore Achilles
2024-02-09,Nets,Dorian Finney-Smith,,activated from IL
2024-02-09,Raptors,Jontay Porter,,activated from IL
2024-02-09,Raptors,Ochai Agbaji,,activated from IL
2024-02-09,Suns,Devin Booker,,activated from IL
2024-02-09,Thunder,Isaiah Joe,,activated from IL
2024-02-09,Warriors,Gary Payton II,,activated from IL
2024-02-09,Warriors,Klay Thompson,,activated from IL
2024-02-09,Wizards,,Patrick Baldwin Jr.,placed on IL with sprained right ankle
2024-02-10,76ers,,Mo Bamba,placed on IL with sore right knee
2024-02-10,76ers,Tyrese Maxey,,activated from IL
2024-02-10,Blazers,,Duop Reath,placed on IL with right knee tendinitis
2024-02-10,Blazers,Deandre Ayton,,activated from IL
2024-02-10,Hawks,,Bruno Fernando,placed on IL with illness
2024-02-10,Hawks,,Wes Matthews Jr.,placed on IL with illness
2024-02-10,Knicks,Bojan Bogdanovic,,activated from IL
2024-02-10,Nets,Lonnie Walker IV,,activated from IL
2024-02-10,Pacers,,Jalen Smith,placed on IL with lower back spasms
2024-02-10,Pelicans,,Dyson Daniels,placed on IL with sore left knee
2024-02-10,Pelicans,,Zion Williamson,placed on IL with bruised left foot
2024-02-10,Pelicans,Naji Marshall,,activated from IL
2024-02-10,Rockets,,Alperen Sengun,placed on IL with sore lower back
2024-02-10,Rockets,,Cam Whitmore,placed on IL with sprained right ankle
2024-02-10,Wizards,Marvin Bagley III,,activated from IL
2024-02-10,Wizards,Patrick Baldwin Jr.,,activated from IL
2024-02-11,Kings,,Sasha Vezenkov,placed on IL with sprained right ankle
2024-02-11,Timberwolves,Jordan McLaughlin,,activated from IL
2024-02-11,Blazers,Malcolm Brogdon,,activated from IL
2024-02-11,Blazers,,Malcolm Brogdon,placed on IL with right elbow tendinitis (out for season)
2024-02-12,76ers,,Tobias Harris,placed on IL with left hip impingement
2024-02-12,76ers,Mo Bamba,,activated from IL
2024-02-12,Cavaliers,,Dean Wade,placed on IL with illness
2024-02-12,Clippers,Moussa Diabate,,activated from IL
2024-02-12,Hawks,,A.J. Griffin,placed on IL with illness
2024-02-12,Hawks,Bruno Fernando,,activated from IL
2024-02-12,Heat,,Josh Richardson,placed on IL with dislocated right shoulder (out for season)
2024-02-12,Heat,,Terry Rozier,placed on IL with sprained right knee
2024-02-12,Jazz,,Otto Porter Jr.,placed on IL with sore left foot
2024-02-12,Jazz,Brice Sensabaugh,,activated from IL
2024-02-12,Knicks,Jericho Sims,,activated from IL
2024-02-12,Nets,Day'Ron Sharpe,,activated from IL
2024-02-12,Nuggets,Kentavious Caldwell-Pope,,activated from IL
2024-02-12,Pacers,,James Johnson,placed on IL with illness
2024-02-12,Pelicans,,Cody Zeller,placed on IL with bruised/sore left knee
2024-02-12,Pelicans,Zion Williamson,,activated from IL
2024-02-12,Rockets,Alperen Sengun,,activated from IL
2024-02-12,Nuggets,,Hunter Tyson,placed on IL with fractured left finger
2024-02-13,Blazers,Anfernee Simons,,activated from IL
2024-02-13,Blazers,Duop Reath,,activated from IL
2024-02-13,Celtics,,Kristaps Porzingis,placed on IL with bruised lower back
2024-02-13,Clippers,,Kawhi Leonard,placed on IL with strained left adductor
2024-02-13,Grizzlies,,Scotty Pippen Jr.,placed on IL with sore lower back
2024-02-13,Hawks,Patty Mills,,activated from IL
2024-02-13,Kings,Chris Duarte,,activated from IL
2024-02-13,Lakers,,Max Christie,placed on IL with sprained right ankle
2024-02-13,Nuggets,,Jamal Murray,placed on IL with tibia injury
2024-02-13,Nuggets,,Kentavious Caldwell-Pope,placed on IL with tightness in right hamstring
2024-02-13,Timberwolves,,Wendell Moore Jr.,placed on IL with sore left knee
2024-02-14,Celtics,,Al Horford,placed on IL with sprained left toe
2024-02-14,Celtics,,Jaylen Brown,placed on IL with bruised right shoulder
2024-02-14,Celtics,Kristaps Porzingis,,activated from IL
2024-02-14,Grizzlies,Ziaire Williams,,activated from IL
2024-02-14,Jazz,Otto Porter Jr.,,activated from IL
2024-02-14,Lakers,,LeBron James,placed on IL with left ankle injury
2024-02-14,Magic,,Gary Harris,placed on IL with right calf injury
2024-02-14,Magic,,Jalen Suggs,placed on IL with right groin injury
2024-02-14,Magic,,Markelle Fultz,placed on IL with left knee injury
2024-02-14,Mavericks,,Maxi Kleber,placed on IL with various injuries
2024-02-14,Mavericks,Dereck Lively II,,activated from IL
2024-02-14,Nets,,Ben Simmons,placed on IL with left knee injury
2024-02-14,Nets,Cameron Johnson,,activated from IL
2024-02-14,Nuggets,,Julian Strawther,placed on IL with sprained left ankle
2024-02-14,Pacers,,Myles Turner,placed on IL with illness
2024-02-14,Rockets,,Reggie Bullock,placed on IL with sore lower back
2024-02-14,Suns,,Bradley Beal,placed on IL with left hamstring injury
2024-02-14,Wizards,,Kyle Kuzma,placed on IL with illness
2024-02-15,Blazers,,Rayan Rupert,placed on IL with sprained right ankle
2024-02-15,Grizzlies,,Jaren Jackson Jr.,placed on IL with right quadriceps tendon injury
2024-02-15,Grizzlies,,John Konchar,placed on IL with bruised left quadriceps
2024-02-18,Celtics,Jaylen Brown,,activated from IL
2024-02-18,Clippers,Kawhi Leonard,,activated from IL
2024-02-21,76ers,Tobias Harris,,activated from IL
2024-02-21,Cavaliers,Dean Wade,,activated from IL
2024-02-21,Celtics,Al Horford,,activated from IL
2024-02-21,Celtics,Xavier Tillman,,activated from IL
2024-02-21,Lakers,,Christian Wood,placed on IL with left knee injury
2024-02-21,Magic,,,activated from IL
2024-02-21,Magic,Gary Harris,,activated from IL
2024-02-21,Magic,Jalen Suggs,,activated from IL
2024-02-21,Nets,Ben Simmons,,activated from IL
2024-02-21,Pacers,,Aaron Nesmith,placed on IL with lower leg injury
2024-02-21,Pacers,James Johnson,,activated from IL
2024-02-21,Pacers,Myles Turner,,activated from IL
2024-02-21,Rockets,Cam Whitmore,,activated from IL
2024-02-21,Rockets,Fred VanVleet,,activated from IL
2024-02-21,Thunder,Gordon Hayward,,activated from IL
2024-02-21,Wizards,Kyle Kuzma,,activated from IL
2024-02-22,76ers,Nicolas Batum,,activated from IL
2024-02-22,Blazers,,Scoot Henderson,placed on IL with strained left adductor
2024-02-22,Cavaliers,,Donovan Mitchell,placed on IL with illness
2024-02-22,Celtics,Jaden Springer,,activated from IL
2024-02-22,Grizzlies,Jake LaRavia,,activated from IL
2024-02-22,Grizzlies,John Konchar,,activated from IL
2024-02-22,Hawks,Clint Capela,,activated from IL
2024-02-22,Hawks,Wes Matthews Jr.,,activated from IL
2024-02-22,Knicks,Isaiah Hartenstein,,activated from IL
2024-02-22,Lakers,Max Christie,,activated from IL
2024-02-22,Mavericks,Maxi Kleber,,activated from IL
2024-02-22,Nuggets,Jamal Murray,,activated from IL
2024-02-22,Nuggets,Julian Strawther,,activated from IL
2024-02-22,Nuggets,Kentavious Caldwell-Pope,,activated from IL
2024-02-22,Pacers,Jalen Smith,,activated from IL
2024-02-22,Pelicans,,Brandon Ingram,placed on IL with illness
2024-02-22,Pelicans,Cody Zeller,,activated from IL
2024-02-22,Rockets,Reggie Bullock,,activated from IL
2024-02-22,Warriors,,Gary Payton II,placed on IL with illness
2024-02-22,Pistons,Isaiah Stewart,,activated from IL
2024-02-23,76ers,De'Anthony Melton,,activated from IL
2024-02-23,Bulls,,sore left foot (DTD),placed on IL with sore left foot
2024-02-23,Grizzlies,Jaren Jackson Jr.,,activated from IL
2024-02-23,Hawks,A.J. Griffin,,activated from IL
2024-02-23,Heat,,Orlando Robinson,placed on IL with back injury
2024-02-23,Lakers,LeBron James,,activated from IL
2024-02-23,Nuggets,,Jamal Murray,placed on IL with tibia injury
2024-02-23,Raptors,,R.J. Barrett,placed on IL with left knee injury
2024-02-23,Suns,,Jusuf Nurkic,placed on IL with sprained right ankle
2024-02-23,Timberwolves,Wendell Moore Jr.,,activated from IL
2024-02-23,Warriors,Gary Payton II,,activated from IL
2024-02-24,Hawks,,Trae Young,placed on IL with left finger injury
2024-02-24,Pelicans,,C.J. McCollum,placed on IL with sprained left ankle
2024-02-24,Pistons,,Marcus Sasser,placed on IL with sore right knee
2024-02-24,Pistons,Quentin Grimes,,activated from IL
2024-02-24,Timberwolves,,Rudy Gobert,placed on IL with sprained left ankle
2024-02-25,76ers,,K.J. Martin,placed on IL with right ankle injury
2024-02-25,Cavaliers,Donovan Mitchell,,activated from IL
2024-02-25,Clippers,,Paul George,placed on IL with sore left knee
2024-02-25,Kings,,Alex Len,placed on IL with illness
2024-02-25,Lakers,,Colin Castleton,placed on IL with fractured right wrist
2024-02-25,Magic,,Gary Harris,placed on IL with right calf injury
2024-02-25,Magic,,Paolo Banchero,placed on IL with illness
2024-02-25,Magic,Markelle Fultz,,activated from IL
2024-02-25,Nuggets,Jamal Murray,,activated from IL
2024-02-25,Pelicans,Brandon Ingram,,activated from IL
2024-02-25,Raptors,R.J. Barrett,,activated from IL
2024-02-25,Suns,,Eric Gordon,placed on IL with left groin injury
2024-02-25,Suns,Jusuf Nurkic,,activated from IL
2024-02-25,Wizards,,Deni Avdija,placed on IL with bruised left heel
2024-02-25,Warriors,,Gui Santos,placed on IL with sore right knee
2024-02-26,Heat,,Tyler Herro,placed on IL with hyperextended left hnee / various injuries
2024-02-26,Kings,Alex Len,,activated from IL
2024-02-26,Magic,Gary Harris,,activated from IL
2024-02-26,Warriors,Chris Paul,,activated from IL
2024-02-26,Wizards,,Bilal Coulibaly,placed on IL with bruised pelvis
2024-02-27,Blazers,Rayan Rupert,,activated from IL
2024-02-27,Bucks,,Andre Jackson Jr.,placed on IL with illness
2024-02-27,Bulls,,Torrey Craig,placed on IL with sprained right knee
2024-02-27,Grizzlies,,Luke Kennard,placed on IL with illness
2024-02-27,Heat,Terry Rozier,,activated from IL
2024-02-27,Magic,,Jonathan Isaac,placed on IL with strained left knee
2024-02-27,Nets,,Ben Simmons,placed on IL with lower back injury
2024-02-27,Nets,,Cam Thomas,placed on IL with sprained right ankle
2024-02-27,Pacers,,Doug McDermott,placed on IL with strained right calf
2024-02-27,Timberwolves,Rudy Gobert,,activated from IL
2024-02-27,Hawks,Mouhamed Gueye,,activated from IL
2024-02-28,Bulls,,Alex Caruso,placed on IL with strained right hamstring
2024-02-28,Clippers,,Ivica Zubac,placed on IL with illness
2024-02-28,Heat,,Kevin Love,placed on IL with bruised right heel
2024-02-28,Kings,,De'Aaron Fox,placed on IL with bruised left knee
2024-02-28,Lakers,Cam Reddish,,activated from IL
2024-02-28,Magic,Jonathan Isaac,,activated from IL
2024-02-28,Mavericks,,Maxi Kleber,placed on IL with various injuries
2024-02-28,Mavericks,Dante Exum,,activated from IL
2024-02-28,Nets,Ben Simmons,,activated from IL
2024-02-28,Nuggets,Hunter Tyson,,activated from IL
2024-02-28,Pelicans,C.J. McCollum,,activated from IL
2024-02-28,Raptors,,Chris Boucher,placed on IL with illness
2024-02-28,Timberwolves,,Kyle Anderson,placed on IL with sprained left knee
2024-02-29,76ers,,De'Anthony Melton,placed on IL with back injury
2024-02-29,Bucks,Andre Jackson Jr.,,activated from IL
2024-02-29,Grizzlies,,Derrick Rose,placed on IL with sore lower back (out for season)
2024-02-29,Grizzlies,,Jaren Jackson Jr.,placed on IL with right quadriceps tendon injury
2024-02-29,Heat,Orlando Robinson,,activated from IL
2024-02-29,Jazz,,Walker Kessler,placed on IL with sprained right foot
2024-02-29,Magic,,Jonathan Isaac,placed on IL with illness
2024-02-29,Magic,Paolo Banchero,,activated from IL
2024-02-29,Mavericks,Maxi Kleber,,activated from IL
2024-02-29,Suns,,Nassir Little,placed on IL with left knee inflammation
2024-02-29,Wizards,Deni Avdija,,activated from IL
2024-03-01,Blazers,,Deandre Ayton,placed on IL with sprained right hand
2024-03-01,Blazers,Moses Brown,,activated from IL
2024-03-01,Bulls,Alex Caruso,,activated from IL
2024-03-01,Cavaliers,,Donovan Mitchell,placed on IL with bruised/sore left knee
2024-03-01,Clippers,Paul George,,activated from IL
2024-03-01,Pacers,,Ben Sheppard,placed on IL with illness
2024-03-01,Pacers,Aaron Nesmith,,activated from IL
2024-03-01,Raptors,,Scottie Barnes,placed on IL with fractured hand (out for season)
2024-03-01,Raptors,Chris Boucher,,activated from IL
2024-03-01,Thunder,,Jaylin Williams,placed on IL with sprained right knee
2024-03-01,Warriors,,Brandin Podziemski,placed on IL with sore right knee
2024-03-02,Clippers,,Russell Westbrook,placed on IL with fractured left hand
2024-03-02,Grizzlies,Luke Kennard,,activated from IL
2024-03-02,Hornets,,Cody Martin,placed on IL with sprained left ankle (out for season)
2024-03-02,Hornets,,Seth Curry,placed on IL with sprained right ankle (out for season)
2024-03-02,Jazz,,Jordan Clarkson,placed on IL with illness
2024-03-02,Magic,Jonathan Isaac,,activated from IL
2024-03-02,Spurs,,Julian Champagnie,placed on IL with sprained right ankle
2024-03-02,Suns,Bradley Beal,,activated from IL
2024-03-03,76ers,K.J. Martin,,activated from IL
2024-03-03,Cavaliers,,Caris LeVert,placed on IL with sprained right elbow
2024-03-03,Celtics,,Kristaps Porzingis,placed on IL with quadriceps injury
2024-03-03,Celtics,,Neemias Queta,placed on IL with sore right knee
2024-03-03,Clippers,Ivica Zubac,,activated from IL
2024-03-03,Jazz,,Lauri Markkanen,placed on IL with bruised right quadriceps
2024-03-03,Jazz,Jordan Clarkson,,activated from IL
2024-03-03,Pistons,Marcus Sasser,,activated from IL
2024-03-03,Raptors,,Bruce Brown,placed on IL with right knee inflammation
2024-03-03,Suns,,Devin Booker,placed on IL with sprained right ankle
2024-03-03,Suns,Eric Gordon,,activated from IL
2024-03-03,Timberwolves,Kyle Anderson,,activated from IL
2024-03-03,Warriors,Gui Santos,,activated from IL
2024-03-03,Wizards,Bilal Coulibaly,,activated from IL
2024-03-04,Blazers,,Jerami Grant,placed on IL with right quadriceps injury
2024-03-04,Blazers,,Matisse Thybulle,placed on IL with sore left hip
2024-03-04,Bucks,,Chris Livingston,placed on IL with strained right groin
